Age,Height (cm),Weight (kg),Sex,Activity Level,Pregnant,Calories (kcal),Protein (g),Carbohydrates (g),Fats (g),Water (L),Vitamin A (mcg),Vitamin B12 (mcg),Vitamin C (mg),Vitamin D (IU),Calcium (mg),Iron (mg),Magnesium (mg),Zinc (mg),Omega-3 (mg)
44,185,90,Male,Moderate,NULL,2853,108,356.6,79.2,3.7,900,2.4,90,600,1000,8,400,11,250
44,185,90,Male,Heavy,NULL,3498,108,437.2,97.2,3.7,900,2.4,90,600,1000,8,400,11,250
44,185,90,Female,Sedentary,0,2010,108,251.2,55.8,3,700,2.4,75,600,1000,18,310,8,250
44,185,90,Female,Sedentary,1,2010,108,251.2,55.8,3.8,770,2.6,85,600,1000,27,350,11,300
44,185,90,Female,Moderate,0,2596,108,324.5,72.1,3,700,2.4,75,600,1000,18,310,8,250
44,185,90,Female,Moderate,1,2596,108,324.5,72.1,3.8,770,2.6,85,600,1000,27,350,11,300
44,185,90,Female,Heavy,0,3182,108,397.8,88.4,3,700,2.4,75,600,1000,18,310,8,250
44,185,90,Female,Heavy,1,3182,108,397.8,88.4,3.8,770,2.6,85,600,1000,27,350,11,300
44,185,95,Male,Sedentary,NULL,2269,114,283.6,63,3.7,900,2.4,90,600,1000,8,400,11,250
44,185,95,Male,Moderate,NULL,2931,114,366.4,81.4,3.7,900,2.4,90,600,1000,8,400,11,250
44,185,95,Male,Heavy,NULL,3593,114,449.1,99.8,3.7,900,2.4,90,600,1000,8,400,11,250
44,185,95,Female,Sedentary,0,2070,114,258.8,57.5,3,700,2.4,75,600,1000,18,310,8,250
44,185,95,Female,Sedentary,1,2070,114,258.8,57.5,3.8,770,2.6,85,600,1000,27,350,11,300
44,185,95,Female,Moderate,0,2674,114,334.2,74.3,3,700,2.4,75,600,1000,18,310,8,250
44,185,95,Female,Moderate,1,2674,114,334.2,74.3,3.8,770,2.6,85,600,1000,27,350,11,300
44,185,95,Female,Heavy,0,3277,114,409.6,91,3,700,2.4,75,600,1000,18,310,8,250
44,185,95,Female,Heavy,1,3277,114,409.6,91,3.8,770,2.6,85,600,1000,27,350,11,300
44,185,100,Male,Sedentary,NULL,2329,120,291.1,64.7,3.7,900,2.4,90,600,1000,8,400,11,250
44,185,100,Male,Moderate,NULL,3008,120,376,83.6,3.7,900,2.4,90,600,1000,8,400,11,250
44,185,100,Male,Heavy,NULL,3688,120,461,102.4,3.7,900,2.4,90,600,1000,8,400,11,250
44,185,100,Female,Sedentary,0,2130,120,266.2,59.2,3,700,2.4,75,600,1000,18,310,8,250
44,185,100,Female,Sedentary,1,2130,120,266.2,59.2,3.8,770,2.6,85,600,1000,27,350,11,300
44,185,100,Female,Moderate,0,2751,120,343.9,76.4,3,700,2.4,75,600,1000,18,310,8,250
44,185,100,Female,Moderate,1,2751,120,343.9,76.4,3.8,770,2.6,85,600,1000,27,350,11,300
44,185,100,Female,Heavy,0,3372,120,421.5,93.7,3,700,2.4,75,600,1000,18,310,8,250
44,185,100,Female,Heavy,1,3372,120,421.5,93.7,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,45,Male,Sedentary,NULL,1707,54,213.4,47.4,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,45,Male,Moderate,NULL,2204,54,275.5,61.2,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,45,Male,Heavy,NULL,2702,54,337.8,75.1,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,45,Female,Sedentary,0,1507,54,188.4,41.9,3,700,2.4,75,600,1000,18,310,8,250
44,190,45,Female,Sedentary,1,1507,54,188.4,41.9,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,45,Female,Moderate,0,1947,54,243.4,54.1,3,700,2.4,75,600,1000,18,310,8,250
44,190,45,Female,Moderate,1,1947,54,243.4,54.1,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,45,Female,Heavy,0,2387,54,298.4,66.3,3,700,2.4,75,600,1000,18,310,8,250
44,190,45,Female,Heavy,1,2387,54,298.4,66.3,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,50,Male,Sedentary,NULL,1767,60,220.9,49.1,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,50,Male,Moderate,NULL,2282,60,285.2,63.4,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,50,Male,Heavy,NULL,2797,60,349.6,77.7,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,50,Female,Sedentary,0,1567,60,195.9,43.5,3,700,2.4,75,600,1000,18,310,8,250
44,190,50,Female,Sedentary,1,1567,60,195.9,43.5,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,50,Female,Moderate,0,2025,60,253.1,56.2,3,700,2.4,75,600,1000,18,310,8,250
44,190,50,Female,Moderate,1,2025,60,253.1,56.2,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,50,Female,Heavy,0,2482,60,310.2,68.9,3,700,2.4,75,600,1000,18,310,8,250
44,190,50,Female,Heavy,1,2482,60,310.2,68.9,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,55,Male,Sedentary,NULL,1827,66,228.4,50.8,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,55,Male,Moderate,NULL,2359,66,294.9,65.5,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,55,Male,Heavy,NULL,2892,66,361.5,80.3,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,55,Female,Sedentary,0,1627,66,203.4,45.2,3,700,2.4,75,600,1000,18,310,8,250
44,190,55,Female,Sedentary,1,1627,66,203.4,45.2,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,55,Female,Moderate,0,2102,66,262.8,58.4,3,700,2.4,75,600,1000,18,310,8,250
44,190,55,Female,Moderate,1,2102,66,262.8,58.4,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,55,Female,Heavy,0,2577,66,322.1,71.6,3,700,2.4,75,600,1000,18,310,8,250
44,190,55,Female,Heavy,1,2577,66,322.1,71.6,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,60,Male,Sedentary,NULL,1887,72,235.9,52.4,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,60,Male,Moderate,NULL,2437,72,304.6,67.7,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,60,Male,Heavy,NULL,2987,72,373.4,83,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,60,Female,Sedentary,0,1687,72,210.9,46.9,3,700,2.4,75,600,1000,18,310,8,250
44,190,60,Female,Sedentary,1,1687,72,210.9,46.9,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,60,Female,Moderate,0,2180,72,272.5,60.6,3,700,2.4,75,600,1000,18,310,8,250
44,190,60,Female,Moderate,1,2180,72,272.5,60.6,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,60,Female,Heavy,0,2672,72,334,74.2,3,700,2.4,75,600,1000,18,310,8,250
44,190,60,Female,Heavy,1,2672,72,334,74.2,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,65,Male,Sedentary,NULL,1947,78,243.4,54.1,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,65,Male,Moderate,NULL,2514,78,314.2,69.8,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,65,Male,Heavy,NULL,3082,78,385.2,85.6,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,65,Female,Sedentary,0,1747,78,218.4,48.5,3,700,2.4,75,600,1000,18,310,8,250
44,190,65,Female,Sedentary,1,1747,78,218.4,48.5,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,65,Female,Moderate,0,2257,78,282.1,62.7,3,700,2.4,75,600,1000,18,310,8,250
44,190,65,Female,Moderate,1,2257,78,282.1,62.7,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,65,Female,Heavy,0,2767,78,345.9,76.9,3,700,2.4,75,600,1000,18,310,8,250
44,190,65,Female,Heavy,1,2767,78,345.9,76.9,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,70,Male,Sedentary,NULL,2007,84,250.9,55.8,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,70,Male,Moderate,NULL,2592,84,324,72,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,70,Male,Heavy,NULL,3177,84,397.1,88.2,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,70,Female,Sedentary,0,1807,84,225.9,50.2,3,700,2.4,75,600,1000,18,310,8,250
44,190,70,Female,Sedentary,1,1807,84,225.9,50.2,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,70,Female,Moderate,0,2335,84,291.9,64.9,3,700,2.4,75,600,1000,18,310,8,250
44,190,70,Female,Moderate,1,2335,84,291.9,64.9,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,70,Female,Heavy,0,2862,84,357.8,79.5,3,700,2.4,75,600,1000,18,310,8,250
44,190,70,Female,Heavy,1,2862,84,357.8,79.5,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,75,Male,Sedentary,NULL,2067,90,258.4,57.4,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,75,Male,Moderate,NULL,2669,90,333.6,74.1,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,75,Male,Heavy,NULL,3272,90,409,90.9,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,75,Female,Sedentary,0,1867,90,233.4,51.9,3,700,2.4,75,600,1000,18,310,8,250
44,190,75,Female,Sedentary,1,1867,90,233.4,51.9,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,75,Female,Moderate,0,2412,90,301.5,67,3,700,2.4,75,600,1000,18,310,8,250
44,190,75,Female,Moderate,1,2412,90,301.5,67,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,75,Female,Heavy,0,2957,90,369.6,82.1,3,700,2.4,75,600,1000,18,310,8,250
44,190,75,Female,Heavy,1,2957,90,369.6,82.1,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,80,Male,Sedentary,NULL,2127,96,265.9,59.1,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,80,Male,Moderate,NULL,2747,96,343.4,76.3,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,80,Male,Heavy,NULL,3367,96,420.9,93.5,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,80,Female,Sedentary,0,1927,96,240.9,53.5,3,700,2.4,75,600,1000,18,310,8,250
44,190,80,Female,Sedentary,1,1927,96,240.9,53.5,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,80,Female,Moderate,0,2490,96,311.2,69.2,3,700,2.4,75,600,1000,18,310,8,250
44,190,80,Female,Moderate,1,2490,96,311.2,69.2,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,80,Female,Heavy,0,3052,96,381.5,84.8,3,700,2.4,75,600,1000,18,310,8,250
44,190,80,Female,Heavy,1,3052,96,381.5,84.8,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,85,Male,Sedentary,NULL,2187,102,273.4,60.8,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,85,Male,Moderate,NULL,2824,102,353,78.4,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,85,Male,Heavy,NULL,3462,102,432.8,96.2,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,85,Female,Sedentary,0,1987,102,248.4,55.2,3,700,2.4,75,600,1000,18,310,8,250
44,190,85,Female,Sedentary,1,1987,102,248.4,55.2,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,85,Female,Moderate,0,2567,102,320.9,71.3,3,700,2.4,75,600,1000,18,310,8,250
44,190,85,Female,Moderate,1,2567,102,320.9,71.3,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,85,Female,Heavy,0,3147,102,393.4,87.4,3,700,2.4,75,600,1000,18,310,8,250
44,190,85,Female,Heavy,1,3147,102,393.4,87.4,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,90,Male,Sedentary,NULL,2247,108,280.9,62.4,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,90,Male,Moderate,NULL,2902,108,362.8,80.6,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,90,Male,Heavy,NULL,3557,108,444.6,98.8,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,90,Female,Sedentary,0,2047,108,255.9,56.9,3,700,2.4,75,600,1000,18,310,8,250
44,190,90,Female,Sedentary,1,2047,108,255.9,56.9,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,90,Female,Moderate,0,2645,108,330.6,73.5,3,700,2.4,75,600,1000,18,310,8,250
44,190,90,Female,Moderate,1,2645,108,330.6,73.5,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,90,Female,Heavy,0,3242,108,405.2,90.1,3,700,2.4,75,600,1000,18,310,8,250
44,190,90,Female,Heavy,1,3242,108,405.2,90.1,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,95,Male,Sedentary,NULL,2307,114,288.4,64.1,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,95,Male,Moderate,NULL,2979,114,372.4,82.8,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,95,Male,Heavy,NULL,3652,114,456.5,101.4,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,95,Female,Sedentary,0,2107,114,263.4,58.5,3,700,2.4,75,600,1000,18,310,8,250
44,190,95,Female,Sedentary,1,2107,114,263.4,58.5,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,95,Female,Moderate,0,2722,114,340.2,75.6,3,700,2.4,75,600,1000,18,310,8,250
44,190,95,Female,Moderate,1,2722,114,340.2,75.6,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,95,Female,Heavy,0,3337,114,417.1,92.7,3,700,2.4,75,600,1000,18,310,8,250
44,190,95,Female,Heavy,1,3337,114,417.1,92.7,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,100,Male,Sedentary,NULL,2367,120,295.9,65.8,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,100,Male,Moderate,NULL,3057,120,382.1,84.9,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,100,Male,Heavy,NULL,3747,120,468.4,104.1,3.7,900,2.4,90,600,1000,8,400,11,250
44,190,100,Female,Sedentary,0,2167,120,270.9,60.2,3,700,2.4,75,600,1000,18,310,8,250
44,190,100,Female,Sedentary,1,2167,120,270.9,60.2,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,100,Female,Moderate,0,2800,120,350,77.8,3,700,2.4,75,600,1000,18,310,8,250
44,190,100,Female,Moderate,1,2800,120,350,77.8,3.8,770,2.6,85,600,1000,27,350,11,300
44,190,100,Female,Heavy,0,3432,120,429,95.3,3,700,2.4,75,600,1000,18,310,8,250
44,190,100,Female,Heavy,1,3432,120,429,95.3,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,45,Male,Sedentary,NULL,1401,54,175.1,38.9,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,45,Male,Moderate,NULL,1809,54,226.1,50.2,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,45,Male,Heavy,NULL,2218,54,277.2,61.6,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,45,Female,Sedentary,0,1201,54,150.1,33.4,3,700,2.4,75,600,1000,18,310,8,250
45,150,45,Female,Sedentary,1,1201,54,150.1,33.4,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,45,Female,Moderate,0,1552,54,194,43.1,3,700,2.4,75,600,1000,18,310,8,250
45,150,45,Female,Moderate,1,1552,54,194,43.1,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,45,Female,Heavy,0,1902,54,237.8,52.8,3,700,2.4,75,600,1000,18,310,8,250
45,150,45,Female,Heavy,1,1902,54,237.8,52.8,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,50,Male,Sedentary,NULL,1461,60,182.6,40.6,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,50,Male,Moderate,NULL,1887,60,235.9,52.4,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,50,Male,Heavy,NULL,2313,60,289.1,64.2,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,50,Female,Sedentary,0,1261,60,157.6,35,3,700,2.4,75,600,1000,18,310,8,250
45,150,50,Female,Sedentary,1,1261,60,157.6,35,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,50,Female,Moderate,0,1629,60,203.6,45.2,3,700,2.4,75,600,1000,18,310,8,250
45,150,50,Female,Moderate,1,1629,60,203.6,45.2,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,50,Female,Heavy,0,1997,60,249.6,55.5,3,700,2.4,75,600,1000,18,310,8,250
45,150,50,Female,Heavy,1,1997,60,249.6,55.5,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,55,Male,Sedentary,NULL,1521,66,190.1,42.2,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,55,Male,Moderate,NULL,1964,66,245.5,54.6,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,55,Male,Heavy,NULL,2408,66,301,66.9,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,55,Female,Sedentary,0,1321,66,165.1,36.7,3,700,2.4,75,600,1000,18,310,8,250
45,150,55,Female,Sedentary,1,1321,66,165.1,36.7,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,55,Female,Moderate,0,1707,66,213.4,47.4,3,700,2.4,75,600,1000,18,310,8,250
45,150,55,Female,Moderate,1,1707,66,213.4,47.4,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,55,Female,Heavy,0,2092,66,261.5,58.1,3,700,2.4,75,600,1000,18,310,8,250
45,150,55,Female,Heavy,1,2092,66,261.5,58.1,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,60,Male,Sedentary,NULL,1581,72,197.6,43.9,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,60,Male,Moderate,NULL,2042,72,255.2,56.7,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,60,Male,Heavy,NULL,2503,72,312.9,69.5,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,60,Female,Sedentary,0,1381,72,172.6,38.4,3,700,2.4,75,600,1000,18,310,8,250
45,150,60,Female,Sedentary,1,1381,72,172.6,38.4,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,60,Female,Moderate,0,1784,72,223,49.6,3,700,2.4,75,600,1000,18,310,8,250
45,150,60,Female,Moderate,1,1784,72,223,49.6,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,60,Female,Heavy,0,2187,72,273.4,60.8,3,700,2.4,75,600,1000,18,310,8,250
45,150,60,Female,Heavy,1,2187,72,273.4,60.8,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,65,Male,Sedentary,NULL,1641,78,205.1,45.6,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,65,Male,Moderate,NULL,2119,78,264.9,58.9,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,65,Male,Heavy,NULL,2598,78,324.8,72.2,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,65,Female,Sedentary,0,1441,78,180.1,40,3,700,2.4,75,600,1000,18,310,8,250
45,150,65,Female,Sedentary,1,1441,78,180.1,40,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,65,Female,Moderate,0,1862,78,232.8,51.7,3,700,2.4,75,600,1000,18,310,8,250
45,150,65,Female,Moderate,1,1862,78,232.8,51.7,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,65,Female,Heavy,0,2282,78,285.2,63.4,3,700,2.4,75,600,1000,18,310,8,250
45,150,65,Female,Heavy,1,2282,78,285.2,63.4,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,70,Male,Sedentary,NULL,1701,84,212.6,47.2,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,70,Male,Moderate,NULL,2197,84,274.6,61,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,70,Male,Heavy,NULL,2693,84,336.6,74.8,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,70,Female,Sedentary,0,1501,84,187.6,41.7,3,700,2.4,75,600,1000,18,310,8,250
45,150,70,Female,Sedentary,1,1501,84,187.6,41.7,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,70,Female,Moderate,0,1939,84,242.4,53.9,3,700,2.4,75,600,1000,18,310,8,250
45,150,70,Female,Moderate,1,1939,84,242.4,53.9,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,70,Female,Heavy,0,2377,84,297.1,66,3,700,2.4,75,600,1000,18,310,8,250
45,150,70,Female,Heavy,1,2377,84,297.1,66,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,75,Male,Sedentary,NULL,1761,90,220.1,48.9,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,75,Male,Moderate,NULL,2274,90,284.2,63.2,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,75,Male,Heavy,NULL,2788,90,348.5,77.4,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,75,Female,Sedentary,0,1561,90,195.1,43.4,3,700,2.4,75,600,1000,18,310,8,250
45,150,75,Female,Sedentary,1,1561,90,195.1,43.4,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,75,Female,Moderate,0,2017,90,252.1,56,3,700,2.4,75,600,1000,18,310,8,250
45,150,75,Female,Moderate,1,2017,90,252.1,56,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,75,Female,Heavy,0,2472,90,309,68.7,3,700,2.4,75,600,1000,18,310,8,250
45,150,75,Female,Heavy,1,2472,90,309,68.7,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,80,Male,Sedentary,NULL,1821,96,227.6,50.6,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,80,Male,Moderate,NULL,2352,96,294,65.3,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,80,Male,Heavy,NULL,2883,96,360.4,80.1,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,80,Female,Sedentary,0,1621,96,202.6,45,3,700,2.4,75,600,1000,18,310,8,250
45,150,80,Female,Sedentary,1,1621,96,202.6,45,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,80,Female,Moderate,0,2094,96,261.8,58.2,3,700,2.4,75,600,1000,18,310,8,250
45,150,80,Female,Moderate,1,2094,96,261.8,58.2,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,80,Female,Heavy,0,2567,96,320.9,71.3,3,700,2.4,75,600,1000,18,310,8,250
45,150,80,Female,Heavy,1,2567,96,320.9,71.3,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,85,Male,Sedentary,NULL,1881,102,235.1,52.2,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,85,Male,Moderate,NULL,2429,102,303.6,67.5,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,85,Male,Heavy,NULL,2978,102,372.2,82.7,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,85,Female,Sedentary,0,1681,102,210.1,46.7,3,700,2.4,75,600,1000,18,310,8,250
45,150,85,Female,Sedentary,1,1681,102,210.1,46.7,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,85,Female,Moderate,0,2172,102,271.5,60.3,3,700,2.4,75,600,1000,18,310,8,250
45,150,85,Female,Moderate,1,2172,102,271.5,60.3,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,85,Female,Heavy,0,2662,102,332.8,73.9,3,700,2.4,75,600,1000,18,310,8,250
45,150,85,Female,Heavy,1,2662,102,332.8,73.9,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,90,Male,Sedentary,NULL,1941,108,242.6,53.9,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,90,Male,Moderate,NULL,2507,108,313.4,69.6,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,90,Male,Heavy,NULL,3073,108,384.1,85.4,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,90,Female,Sedentary,0,1741,108,217.6,48.4,3,700,2.4,75,600,1000,18,310,8,250
45,150,90,Female,Sedentary,1,1741,108,217.6,48.4,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,90,Female,Moderate,0,2249,108,281.1,62.5,3,700,2.4,75,600,1000,18,310,8,250
45,150,90,Female,Moderate,1,2249,108,281.1,62.5,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,90,Female,Heavy,0,2757,108,344.6,76.6,3,700,2.4,75,600,1000,18,310,8,250
45,150,90,Female,Heavy,1,2757,108,344.6,76.6,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,95,Male,Sedentary,NULL,2001,114,250.1,55.6,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,95,Male,Moderate,NULL,2584,114,323,71.8,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,95,Male,Heavy,NULL,3168,114,396,88,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,95,Female,Sedentary,0,1801,114,225.1,50,3,700,2.4,75,600,1000,18,310,8,250
45,150,95,Female,Sedentary,1,1801,114,225.1,50,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,95,Female,Moderate,0,2327,114,290.9,64.6,3,700,2.4,75,600,1000,18,310,8,250
45,150,95,Female,Moderate,1,2327,114,290.9,64.6,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,95,Female,Heavy,0,2852,114,356.5,79.2,3,700,2.4,75,600,1000,18,310,8,250
45,150,95,Female,Heavy,1,2852,114,356.5,79.2,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,100,Male,Sedentary,NULL,2061,120,257.6,57.2,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,100,Male,Moderate,NULL,2662,120,332.8,73.9,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,100,Male,Heavy,NULL,3263,120,407.9,90.6,3.7,900,2.4,90,600,1000,8,400,11,250
45,150,100,Female,Sedentary,0,1861,120,232.6,51.7,3,700,2.4,75,600,1000,18,310,8,250
45,150,100,Female,Sedentary,1,1861,120,232.6,51.7,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,100,Female,Moderate,0,2404,120,300.5,66.8,3,700,2.4,75,600,1000,18,310,8,250
45,150,100,Female,Moderate,1,2404,120,300.5,66.8,3.8,770,2.6,85,600,1000,27,350,11,300
45,150,100,Female,Heavy,0,2947,120,368.4,81.9,3,700,2.4,75,600,1000,18,310,8,250
45,150,100,Female,Heavy,1,2947,120,368.4,81.9,3.8,770,2.6,85,600,1000,27,350,11,300
45,155,45,Male,Sedentary,NULL,1438,54,179.8,39.9,3.7,900,2.4,90,600,1000,8,400,11,250
45,155,45,Male,Moderate,NULL,1858,54,232.2,51.6,3.7,900,2.4,90,600,1000,8,400,11,250
45,155,45,Male,Heavy,NULL,2277,54,284.6,63.2,3.7,900,2.4,90,600,1000,8,400,11,250
45,155,45,Female,Sedentary,0,1239,54,154.9,34.4,3,700,2.4,75,600,1000,18,310,8,250
45,155,45,Female,Sedentary,1,1239,54,154.9,34.4,3.8,770,2.6,85,600,1000,27,350,11,300
45,155,45,Female,Moderate,0,1600,54,200,44.4,3,700,2.4,75,600,1000,18,310,8,250
45,155,45,Female,Moderate,1,1600,54,200,44.4,3.8,770,2.6,85,600,1000,27,350,11,300
45,155,45,Female,Heavy,0,1962,54,245.2,54.5,3,700,2.4,75,600,1000,18,310,8,250
45,155,45,Female,Heavy,1,1962,54,245.2,54.5,3.8,770,2.6,85,600,1000,27,350,11,300
45,155,50,Male,Sedentary,NULL,1498,60,187.2,41.6,3.7,900,2.4,90,600,1000,8,400,11,250
45,155,50,Male,Moderate,NULL,1935,60,241.9,53.8,3.7,900,2.4,90,600,1000,8,400,11,250
45,155,50,Male,Heavy,NULL,2372,60,296.5,65.9,3.7,900,2.4,90,600,1000,8,400,11,250
45,155,50,Female,Sedentary,0,1299,60,162.4,36.1,3,700,2.4,75,600,1000,18,310,8,250
45,155,50,Female,Sedentary,1,1299,60,162.4,36.1,3.8,770,2.6,85,600,1000,27,350,11,300
